user_id,item_id,rating,timestamp
AGBG3KK74IKWJNQVMQAGVBWJ7FAQ,B07XP7L6XC,5,2020-02-09 08:08:04.687000
AGT4ZGSFFZBKHPY67NJKXVP3ADWA,B087J3H22J,4,2020-09-16 04:05:15.801000
AH5VWWUH27OPSTF3QV2K274I7QTQ,B08DJ1BMHX,4,2021-01-19 23:59:31.455000
AGFTTJHW3JROK22D5O7AJIWHUGUA,B09Q5TTQS7,5,2022-03-27 22:17:18.100000
AG3HKK7MIKRQ7DOTNDOE63X2WJGQ,B08VKT39YX,5,2021-05-17 21:07:03.195000
AFDGZOROW6QIY6VNQHTSSF3G6RGA,B08B5FJMHM,4,2020-10-09 22:13:08.869000
AHCOV6ID7GFK6ABVU35ZNEJAXT6A,B08XZT4FLY,5,2021-05-04 22:35:57.237000
AEODUUL6REW3PW2ZGFREKGWBYUZA,B08GKN8WLW,4,2020-12-15 22:30:35.547000
AG73BVBKUOH22USSFJA5ZWL7AKXA,B073ZR1XLQ,4,2020-10-31 17:51:29.691000
AEXP4SUXLPAZ5XSYAFSO7FIYKFNQ,B089JWYSMF,5,2020-09-07 23:36:55.828000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B095CG2ZV1,3,2021-09-11 13:31:15.148000
AG6XBHNWBW3UJZ5ORMUXVAKTWTZA,B00W6X0I56,5,2022-06-04 01:15:11.379000
AH3BXW7KLIS2VAE56UXJS2NS7I5A,B092M5K59T,4,2021-12-17 16:39:33.217000
AEDEY7PBQ6AQUZ5NNKFCYCN7MNNA,B0B62GY2RX,5,2022-09-25 13:06:16.170000
AGNFDRVNTOQAKBTOD3FWO5N3K6KA,B083J1Y349,5,2020-04-17 22:13:46.076000
AGANWC45FFYBTRRUTUZPJRN64KLQ,B0B5XFVSXY,5,2022-09-14 19:55:06.273000
AF5LP6VNTBCBTLFFDPFBM7ZTBYJQ,B08BY9P4HR,5,2020-08-31 23:16:14.937000
AFMTB6XAI3YBCJVTOGKOFJU3LUOQ,B08P4YQ3K5,4,2021-02-10 16:28:51.043000
AGFAOH3NMW2D7YV3QVZSTXMTSKIQ,B084GF14TQ,4,2020-11-07 17:35:51.367000
AGLW4RPFGBKWE3FBZBEP2JWUIOCA,B088LWRYJC,4,2020-08-04 08:07:00.682000
AGG5SZ7EMJI66IQ6E3Z3YJKQD56A,B0B3NCXPVF,5,2022-09-15 22:28:06.488000
AHVQR7U4PJ7VTG36DQMRSIHK7O6A,B01G45HX18,5,2016-08-15 15:33:34
AFSQUEOQMSSII53NTEZQ3SLHM3RQ,B09TQ2SDKK,5,2022-11-07 21:50:33.157000
AEOJWMWHWXTDHZ2X6TLFNHCOEH4Q,B08MT11QG3,5,2021-09-12 03:37:59.096000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09ZKWV5MK,4,2022-06-04 03:44:47.951000
AFFHB6JLPVY4W566NW67GFKDBRNQ,B0888CX245,4,2020-09-06 15:16:02.555000
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,B07V2L94ZW,4,2020-03-14 14:39:29.567000
AGU552MYZNZ7ENJ432YPOT7MISTA,B0971Z28DS,5,2022-06-14 19:50:32.816000
AHQUHSDKN3Y3NZTRM72JRA4UVOGA,B0989DTGRK,5,2022-02-07 00:39:02.016000
AEMOXSHUXDSNJMSKRS42EA5P3X2A,B01I2MU2JQ,5,2016-10-05 16:17:15
AFGCJIO7DNVCCZPG4KVMKKXVPJLQ,B08PTZL95G,5,2021-01-27 19:16:34.202000
AGSI52Y6GEY7X5TLS7QOWFYVYD5Q,B0995477B6,5,2021-10-03 23:59:15.780000
AG4YEGEBC32KUHBAEMBJTODGOSWQ,B09QT8SLJB,5,2022-04-24 22:39:24.770000
AHZATJF2HWPHRX46E5VVI5FYWHLA,B091KKFZZC,5,2021-09-01 14:23:44.091000
AGWF6BTLJVQQ2N2R5PKNJOLY65GQ,B08DXZ5VXB,5,2020-10-16 07:08:12.348000
AEV4UO43YIZXLNB4E64KWRJ3ACXQ,B08W4WQMNM,5,2021-05-15 19:36:58.771000
AHBFC446AIQBMLC3U4SV6YJJERPQ,B08QZ8LD7F,5,2021-09-03 15:14:09.698000
AEHMQSTB6ESWFAT4AHROTV6M7VWA,B07S9H98QF,5,2019-10-07 16:17:52.922000
AHI3JYK5BPWUGMVDGXM2MIW2R7IQ,B07QN8CGPL,4,2019-08-13 14:51:16.064000
AFX7FIEKXWZMR7JTXO3UP6S4GR7A,B086W18W1W,5,2020-09-12 16:04:56.027000
AGSVNZDZNPCMXG5DEFXMZNRH2LCQ,B09DXR7QJY,5,2021-10-01 04:26:41.235000
AFLWPONTDY5SAMCO5RLFXGBVBRDA,B07RTK8GR1,5,2019-09-08 17:02:29.540000
AGROJMVDIUS3PBURBTV5MX5CVKSA,B086YGY2HP,4,2020-08-24 01:16:24.027000
AE7S6QS5XPGQGVGUH4NQIIT5DZPA,B00L4HJX7O,5,2015-09-04 13:47:01
AEPUSQBCPOBYEQDRQD5RI6Q67ERQ,B0842BXM5M,5,2020-08-11 22:48:19.406000
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B007VXJK6E,5,2012-07-17 23:37:11
AEFLSA4IAQRPF6G3BH23PYA2YYKQ,B0B4JPGX8P,3,2022-09-29 23:55:03.780000
AFIAXFQN3RHN7U2MU42EJHMYMOXA,B07YYW1913,5,2020-01-21 20:05:17.468000
AFN7RCN7BG2WH2ML4CF5HND5DYUA,B08T5LG5FT,3,2021-06-18 03:45:31.974000
AHX2B4DEER2QR3IU3CCNB3CWC6TA,B086VYKNDF,5,2020-09-05 11:00:50.934000
AEB7FRW6CDYD5PLD2DR4SETFUCGA,B07HMTLNWH,4,2020-06-03 23:18:47.581000
AF6QHJSY6N5MMHTC5L26QOTX6K3Q,B07G23R7ZX,4,2019-09-30 13:49:54.778000
AE2ED6WSUDMW3NGBDG4NWQCYNOMQ,B0BSV97728,4,2023-02-06 14:02:20.786000
AHRKSR7YAA6TGQGDO6CA5GDTRXDA,B0881MBQQF,4,2020-09-21 16:34:32.855000
AE7BI2RWGLOCQ2V2XAA2GS4PE3LQ,B09V56QPG6,5,2022-05-17 21:37:06.428000
AGMXVR5R2SGXMQPQYCVDHIB757MA,B0BBM276SL,5,2022-11-10 11:04:47.404000
AF2EYLMZEE434QXPBC6FWOS4YWYQ,B00Q0OZWSU,5,2015-01-07 21:14:22
AETAGDPMO4CFZBXNG7W25DJTRUOQ,B08NJ56F9C,3,2021-01-13 19:28:18.015000
AFWVN52MRBWOTIK7UGXBWGOY4HBA,B08YJV9YL2,5,2020-11-01 22:33:22.849000
AFUWF5DARSSBPDLHSY67Q3LCI54Q,B08YCYWY79,5,2021-09-27 11:22:42.663000
AF2YKZQRMRGJ655I3MKQUYFGRQGA,B0842BXM5M,2,2020-09-17 12:28:08.329000
AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,B08LPC1G23,4,2021-04-18 13:50:07.681000
AH6JLX5SJSUOJBBT6RRE2RDXIG6A,B09TMRB5NT,5,2022-07-08 01:25:52.589000
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B07N53XT2T,5,2021-03-17 21:21:53.603000
AGQMAOHZFQX3JMJIEND3IFN65L5Q,B07YXB7TJ4,4,2021-11-22 05:09:38.600000
AH2IYKYOETH3KZ6DZ7SBD7DRHX4Q,B01B4F2U5M,5,2016-02-03 23:36:50
AE23NZUELB4BYWLHKWJXAS73PTSQ,B09T2V5SRH,4,2022-08-26 23:55:12.977000
AFESFBY7EYJMQNKR572SZFAAET5Q,B085J9K64C,5,2020-12-08 23:15:51.658000
AHHWCYE6JF6MMRDKHOGRTNAUOMPA,B086SSHLWT,3,2020-07-27 18:28:10.697000
AGCV6N4LVTEQVYSE3LXR3J2QB3EA,B07NPCT6L5,5,2020-12-13 08:19:29.650000
AELGH5Q3W53AUKAJFQTKWFP2G2FQ,B00OS9YWJY,5,2015-12-03 03:53:05
AFB3QHU3MOWSWQ7ISC5I7JISKQVQ,B087PJ121M,4,2020-12-27 23:35:24.422000
AEQJM4TTCTH6MTHXAUQHIZ4JZZHA,B08BMYPHD2,5,2020-08-03 23:47:51.304000
AF4TV3NNARN2N7YV6Z44S2YN237A,B08B5FJMHM,5,2020-10-04 05:37:35.518000
AEFLPDUIRUQ2YVMAZAVFERKPZHOQ,B00TKJET7W,4,2015-02-14 17:02:33
AFPMVI6ZRR7KS7AWRIBCKILWDVIA,B01M24DUXH,4,2021-04-30 14:27:12.697000
AETEEKM7PARPRYDBP4JIH6LIRHJA,B07H3S8WTV,5,2019-02-19 22:38:00.338000
AEAXAJACFMXIAAH4WOHRMXPSZWFA,B00OXDWFG2,5,2015-01-02 06:32:57
AH7MT2NRFFUJM2C76ASAFRW7HFQQ,B083QP6MX4,5,2022-04-24 15:54:58.537000
AHTBRQUI4VI54U4DLN3HUDMGD6VQ,B086SFGYXX,5,2020-10-01 17:56:30.553000
AEKNMPUXBMNMHDYWMLKOUTEY3LYA,B08H4SYXR4,5,2020-12-15 02:51:20.382000
AEANXJKHHZK3KZ7JK2Q7KJXAF5AA,B09NSK1NQH,5,2022-06-07 02:24:48.757000
AFZGS7XLGLJFUSUWNX4XA6SGEZQA,B07S8F3LRC,5,2019-11-12 02:38:34.031000
AGBG3KK74IKWJNQVMQAGVBWJ7FAQ,B0842BXM5M,5,2020-06-27 18:30:36.613000
AE3LUVAAITFJIUTWBMRPHDQOCOFQ,B0BFJ87BW5,3,2022-12-31 03:03:55.389000
AGYWCYJ25DGK6CAYOVGDSLBW6VDQ,B08D4X4W22,5,2021-07-14 02:39:14
AGBIHIQ4DOTOWBLVGLF6C4LV3WAA,B08CZM3GH3,5,2020-11-18 05:15:56.579000
AEID4BJMMM6LCEUTIHBUM5H4E3BQ,B08GKLTPFQ,5,2020-11-11 23:33:27.670000
AEXYLV5YOYWSLGG47VVECVURA7XQ,B089K3DLD6,5,2020-07-23 00:26:04.532000
AGCGQWDEGSGIIT7AZZ7RGY5ZU74Q,B08HGZXLP6,5,2021-01-15 04:27:16.039000
AF2YKZQRMRGJ655I3MKQUYFGRQGA,B08PLFZB89,4,2021-07-29 12:43:46.680000
AFUZMUKWSQFJQHJ5ZKAXIQ5JSBGQ,B08BRS98SF,1,2020-08-19 15:41:09.336000
AGN5KJZU3FYSKVWXWM66LXYWL5CQ,B0855L611L,5,2020-07-12 14:03:04.124000
AHGIUQ7XGX4SLTFL4QKU5PLHRALQ,B0963G6H4J,3,2021-10-26 18:37:44.893000
AH2DN3Q2OKAW7JAFRIYPHOUOM2ZQ,B09QZNR4DB,5,2022-06-28 20:27:31.703000
AEZQCM7Q3VR7UBWVUS6TU654HWMA,B0B1M9NTSY,5,2022-10-31 01:09:28.903000
AH5HSMUMRJRDWBPFDQ6G3EAAOSFQ,B07ZQ1QXK7,5,2020-01-19 17:05:42.055000
AHLZVZPQ5TWJ6KXNLADJBDZAT7EA,B08Q3F3L7S,5,2021-04-11 00:42:53.404000
AHRJIHB7RXXQJJC7RKYYFCY754FA,B07K7FB3WB,4,2019-01-10 18:40:00.701000
AGIM42KPSDV45YHVHJTW4JUDBWWQ,B016FNSUMU,4,2016-03-28 16:07:23
AHQUHSDKN3Y3NZTRM72JRA4UVOGA,B09Q5TTQS7,5,2022-03-28 00:45:50.072000
AFZDKJMOCGD5KJ2TXWOZB5OAJO5A,B087ZQK2G8,5,2020-08-25 14:03:59.430000
AHQLMS4WC67UM7HOQ5LE4YW562XQ,B0912639N3,5,2021-08-17 18:27:19.183000
AEPUSQBCPOBYEQDRQD5RI6Q67ERQ,B07FP2C8N8,5,2020-09-09 02:30:50.881000
AG73BVBKUOH22USSFJA5ZWL7AKXA,B07STZPR5W,4,2019-07-13 23:38:59.065000
AGL2LMYCHSXG2NTY3Q7OEVIGEMHA,B0B4KS62Z8,5,2022-07-21 00:28:01.433000
AHOYQ263ZGBZIBPQGKNVAWG35DNQ,B08R3Z6W4T,5,2021-05-12 19:14:26.982000
AHX2B4DEER2QR3IU3CCNB3CWC6TA,B08BS3WDPJ,5,2020-09-06 12:09:27.461000
AH5NVAXZVYYXHQLJITUIHC3APGUA,B09NSK1NQH,5,2022-05-06 02:54:39.652000
AEEYDDE6RPPR5KIY2U2ZJBC5NS4A,B093Q24N9V,4,2021-09-17 23:43:07.309000
AHFQ3UC3YRENY7VDFWYVGPXIH63A,B0C4LR3NZT,5,2022-04-03 18:41:56.298000
AFR2XB7TRMQJCRB6INYP2W73EH5A,B088TXBCB5,5,2021-01-21 23:20:14.115000
AGQ5ERLI2VUZVYLQV5WYJ5TLGVYA,B07DPMKDVH,4,2019-01-05 13:44:26.033000
AELHYMCYVS6T35HA3UH5UGFWTK6Q,B09G3KBK7Y,5,2022-02-23 17:53:27.737000
AH23OXTW7BKRZ3YB6JBQGFB3SMIQ,B07DKS4F1W,5,2020-10-19 07:00:04.434000
AF4UB2PGVLHK45WF7I6OED36OQDA,B09NCJHDX3,5,2022-02-11 01:29:27.117000
AFZSVK7P23M2B7GYUYU7TQIHCGFA_2,B07SDQNK1R,5,2019-09-06 01:57:53.239000
AFGGRGHGHSFKMZASFBYFRHBBEOPA,B0B5Q9JK15,1,2022-08-21 17:42:21.815000
AHXL6HSB4XCGSXWTGDHXNFDAMDDA,B08FD2KP9R,4,2020-09-02 22:42:35.735000
AHY2TURQPNIDXZGH2CMQLZ343YMQ,B08KHRF9NY,2,2021-03-16 21:41:14.057000
AFHB5H6XQKOFLV7JRZUBA6IHJC6A,B07THLR7RR,5,2020-08-30 19:32:51.690000
AHVWXJT7U7PRSM5WZ6MHYPHGRQ7A,B07RTK8GR1,4,2019-06-27 14:02:18.455000
AFMTB6XAI3YBCJVTOGKOFJU3LUOQ,B08HGZXLP6,5,2021-01-10 21:30:49.717000
AGLNOSRFRMEFOJA5DIGMB2PTCOUQ,B0BL1J6HWH,5,2022-11-21 05:04:20.238000
AH453OREUNLLS46NRKSZ7KDQMOYQ,B0BG9QZK3R,5,2022-11-17 14:48:29.531000
AGJMUGA3ZLDJXI7HMYAZXXISE3UQ,B07QN8CGPL,5,2019-07-28 17:18:09.487000
AEPFXSUFROTDTN62AY2HXAZFU5HQ,B089KDH1H5,5,2020-09-30 16:33:52.629000
AFJ2IHFZ3EUHDMSUFIRNM2S25YOA,B09LXDDCMR,4,2022-06-26 03:32:04.541000
AGH2ZCFR5FJ4QZQGVSYFNJGIYY2Q,B0B7DNFX1J,5,2022-10-26 14:23:38.338000
AGNMY5S5D3SNJ4O56EWEXL6SS2NA,B089NQKSLR,2,2021-02-04 19:42:45.089000
AEYIKRKZMDBU4IWBBF2WZ7QJWIMQ,B08MFT9ZZ9,5,2020-12-21 00:53:56.299000
AGV2YW5B3SCKG6WV422CIITZOGRQ,B08B14WCHR,5,2020-08-01 23:23:43.719000
AHDO2ADBTR7P7QCWVHAA5IINM56A,B0BLVN677K,5,2023-02-15 23:30:05.419000
AE2DIZVJELLVKMNW2ZQ7IGOCIW3Q,B09TX2YL1F,5,2022-07-05 04:48:01.472000
AEJU3Z6HDAERETMYI2CXBQVPPDFA,B0B2LLKFN8,5,2023-03-16 01:04:51.080000
AHCA3FF2KQI7SRT32XBZCNHFEHOQ,B0957HB33L,5,2021-08-02 06:59:25.700000
AGZUJTI7A3JFKB4FP5JOH6NVAJIQ_1,B0912BNP4J,5,2021-11-15 22:45:07.759000
AGHI3LCWC5DN2CQ23F4OHFCCO5EQ,B08T5LG5FT,5,2021-06-18 20:04:30.612000
AFQQQ5LGNSQUEBGDCYBAZZE5T3DA,B08WCG4JCC,5,2020-09-09 16:50:55.886000
AGSVNZDZNPCMXG5DEFXMZNRH2LCQ,B08BS3WDPJ,5,2020-09-15 21:57:41.094000
AHOVUTHWDMYV44FR2EZZUHC2OQ3A,B08SFRFJS6,5,2021-06-09 05:58:59.677000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B071R2QPF3,5,2018-12-08 02:41:47.167000
AEJU3Z6HDAERETMYI2CXBQVPPDFA,B09LXDDCMR,5,2021-12-27 22:40:45.213000
AG73BVBKUOH22USSFJA5ZWL7AKXA,B07ZS3DKL5,5,2020-07-05 19:27:21.351000
AGZUJTI7A3JFKB4FP5JOH6NVAJIQ_1,B08QYMWL16,5,2022-11-29 16:05:07.055000
