user_id,item_id,rating,timestamp
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08P2DZB4X,5,2021-07-27 13:04:04.559000
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07RBSLNFR,5,2021-05-16 17:00:30.697000
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07SLFWZKN,3,2021-04-29 23:05:01.209000
AFSKPY37N3C43SOI5IEXEK5JSIYA,B08JTNQFZY,5,2021-04-08 17:50:19.785000
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07KG1TWP5,5,2020-08-03 16:49:11.088000
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07W397QG4,5,2020-06-28 13:53:42.858000
AFSKPY37N3C43SOI5IEXEK5JSIYA,B07J3GH1W1,5,2019-01-15 21:55:56.557000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B4JP5YD9,5,2022-08-13 19:10:31.321000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B4JPGX8P,4,2022-08-13 19:07:52.640000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0BTJ6SYKB,4,2021-06-08 21:33:57.011000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08KWN77LW,4,2021-01-08 19:21:06.100000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08HXQ3T9K,4,2020-12-12 03:48:21.734000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4,2020-11-20 15:25:19.061000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B0B2L218H2,4,2020-11-19 19:33:29.168000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B08BZ1RHPS,4,2020-08-20 16:59:04.359000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B085NYYLQ8,4,2020-08-15 21:25:01.753000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B088FBNQXW,4,2020-06-25 00:09:00.906000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B087D7MVHB,4,2020-06-12 15:53:34.185000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B083TLNBJJ,4,2020-03-26 22:21:03.214000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B082NKQ4ZT,4,2020-03-11 13:07:22.329000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07WNBZQGT,4,2020-02-15 13:22:40.365000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07SW7D6ZR,4,2020-02-03 15:02:24.072000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B07NPWK167,5,2020-01-13 15:08:09.878000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B077YR3333,3,2019-02-19 15:04:57.518000
AHV6QCNBJNSGLATP56JAWJ3C4G2A,B01KJPFO9W,4,2018-11-11 13:16:21.487000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08XJWLLKQ,5,2021-04-20 16:06:38.418000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08PLFZB89,5,2021-04-08 19:11:35.488000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08KHRF9NY,5,2021-03-28 18:02:19.796000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08N6YHQXT,5,2021-03-22 23:53:43.039000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08SQ31H8P,4,2021-03-14 06:05:50.469000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08NPBQR9L,5,2020-12-28 19:08:27.469000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08BLX72TP,3,2020-12-02 03:14:44.208000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B08LYT4Q2X,5,2020-11-23 03:50:53.308000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B0841WQNNZ,5,2020-11-07 15:24:13.089000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087ZQK2G8,4,2020-08-28 05:10:43.230000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B087Z9X39L,5,2020-07-15 21:24:08.797000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B084ZHP45Y,4,2020-03-24 20:02:13.476000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07LCHCD6Q,4,2019-04-30 19:33:11.507000
AFJBKPK5W56XWSNPQU2WW66ISWYQ,B07J3GH1W1,4,2018-12-13 03:17:11.249000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HVRP54L,3,2022-05-26 23:20:16.628000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08N5NDVGH,3,2022-03-15 21:56:02.768000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09QT8SLJB,3,2022-03-12 21:50:48.816000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B092M5K59T,4,2021-12-07 01:29:14.514000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B095CG2ZV1,3,2021-09-11 13:31:15.148000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08T7GPT1D,4,2021-06-29 22:44:58.955000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B0919R1CYT,4,2021-06-25 22:21:42.420000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09473GGM4,4,2021-06-21 11:21:37.670000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08LPGZMQK,4,2021-06-08 01:46:51.042000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08YNR839W,3,2021-05-07 21:51:07.961000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B09GNXK3N1,4,2021-04-11 23:43:50.323000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08QHP717Z,4,2021-02-25 22:38:27.452000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08JTNQFZY,5,2021-02-22 23:35:53.464000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08MT11QG3,3,2021-01-30 00:15:30.476000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HGZXLP6,5,2021-01-23 00:07:32.090000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08N9RT9YD,4,2021-01-20 22:55:36.145000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HGZXLP6,5,2021-01-20 00:34:13.719000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08P7PSMRR,4,2021-01-10 23:49:14.727000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08KT7FCYY,2,2021-01-05 00:00:45.102000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08HMLXW65,3,2020-12-18 22:13:16.770000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B08G83G24X,5,2020-11-27 23:06:08.441000
AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,B086XH7BWW,2,2020-09-12 03:50:09.367000
